"Prev.Length","Match.Score","Prev.Type","Tile.Size","Browse.Time"
60,78,"TT",0.2,12.7088941926719
70,78,"TT",0.2,11.558048124877
60,87,"TT",0.2,10.2604113361212
70,87,"TT",0.2,11.2407405485857
65,82,"TT",0.2,11.7395889473269
60,78,"TT",0.2,9.98636786069654
70,78,"TT",0.2,10.4846905586117
60,87,"TT",0.2,12.1360379228819
70,87,"TT",0.2,11.1633826518726
65,82,"TT",0.2,10.6389561110218
60,78,"TT",0.2,12.1651553248134
70,78,"TT",0.2,10.4143442506487
60,87,"TT",0.2,12.2297030419013
70,87,"TT",0.2,11.3470693601614
65,82,"TT",0.2,11.5721787075758
60,78,"TT",0.2,12.7881297509528
70,78,"TT",0.2,10.3735306889701
60,87,"TT",0.2,11.8078000218048
70,87,"TT",0.2,13.0185918924638
65,82,"TT",0.2,11.1594460140026
60,78,"TT",0.2,10.0399144491515
70,78,"TT",0.2,11.0296898474391
60,87,"TT",0.2,12.4956801087489
70,87,"TT",0.2,11.5278499162457
65,82,"TT",0.2,11.4233971424362
60,78,"TT",0.2,12.0337438239016
70,78,"TT",0.2,10.91069551851
60,87,"TT",0.2,10.4879184867965
70,87,"TT",0.2,12.102986910744
65,82,"TT",0.2,12.6219312212391
60,78,"TT",0.2,11.6241167103725
70,78,"TT",0.2,10.1651348714584
60,87,"TT",0.2,12.8077949149043
70,87,"TT",0.2,10.6058658427599
65,82,"TT",0.2,10.1822059071057
60,78,"TT",0.2,11.9888719156617
70,78,"TT",0.2,10.7401804158506
60,87,"TT",0.2,11.3297371545312
70,87,"TT",0.2,10.7440516701067
65,82,"TT",0.2,11.4962995376222
60,78,"TT",0.2,11.7459354595501
70,78,"TT",0.2,10.0181264613549
60,87,"TT",0.2,11.6704398690687
70,87,"TT",0.2,12.9646028995361
65,82,"TT",0.2,11.2614548153385
60,78,"TT",0.2,10.4210920197321
70,78,"TT",0.2,11.5252980347709
60,87,"TT",0.2,10.9571422213132
70,87,"TT",0.2,12.3658546442606
65,82,"TT",0.2,12.1363749486276
60,78,"TT",0.2,13.2341243627977
70,78,"TT",0.2,9.86079999636544
60,87,"TT",0.2,11.195929096622
70,87,"TT",0.2,10.9136634567141
65,82,"TT",0.2,9.90364414609348
60,78,"TT",0.2,11.0587755881898
70,78,"TT",0.2,12.7079877295682
60,87,"TT",0.2,10.9666664472416
70,87,"TT",0.2,10.0824677327577
65,82,"TT",0.2,11.080905139356
60,78,"TT",0.2,11.5045914364753
70,78,"TT",0.2,9.21159381912061
60,87,"TT",0.2,11.2893027572696
70,87,"TT",0.2,10.4792861252976
65,82,"TT",0.2,9.43946351472092
60,78,"TT",0.2,10.1199489437312
70,78,"TT",0.2,10.4320285830623
60,87,"TT",0.2,11.8800837126969
70,87,"TT",0.2,11.3725220300756
65,82,"TT",0.2,12.6397814232265
60,78,"TT",0.2,12.1100616837271
70,78,"TT",0.2,10.3818015366231
60,87,"TT",0.2,10.5978200294663
70,87,"TT",0.2,12.3368791350005
65,82,"TT",0.2,13.0812465165897
60,78,"TT",0.2,9.47061111397769
