"Prev.Length","Match.Score","Prev.Type","Tile.Size","Browse.Time"
70,53,"AC",0.2,21.421376893212
100,53,"AC",0.2,18.9118956367451
70,83,"AC",0.2,15.0448003395089
100,83,"AC",0.2,21.2215693941039
85,68,"AC",0.2,17.0984004069662
70,53,"AC",0.2,20.5688938273536
100,53,"AC",0.2,19.0415892320733
70,83,"AC",0.2,17.3299496392957
100,83,"AC",0.2,22.0568666693809
85,68,"AC",0.2,15.0013446670551
70,53,"AC",0.2,21.2924718469545
100,53,"AC",0.2,20.1331660974046
70,83,"AC",0.2,15.7472257137687
100,83,"AC",0.2,21.3033171641244
85,68,"AC",0.2,15.9264195747572
70,53,"AC",0.2,22.0550637830156
100,53,"AC",0.2,19.1324747823496
70,83,"AC",0.2,15.5442573295196
100,83,"AC",0.2,22.3465966353928
85,68,"AC",0.2,16.0142625838795
70,53,"AC",0.2,20.0160969704523
100,53,"AC",0.2,21.6943260818679
70,83,"AC",0.2,14.8092983674362
100,83,"AC",0.2,23.1399549041976
85,68,"AC",0.2,14.3176253933941
70,53,"AC",0.2,20.7278796391972
100,53,"AC",0.2,20.4659840861912
70,83,"AC",0.2,15.0793155632201
100,83,"AC",0.2,22.210247201703
85,68,"AC",0.2,16.9189017038293
70,53,"AC",0.2,20.811687624239
100,53,"AC",0.2,19.4098308130414
70,83,"AC",0.2,15.9401415247294
100,83,"AC",0.2,22.1052275141631
85,68,"AC",0.2,17.432051433208
70,53,"AC",0.2,20.2107433537424
100,53,"AC",0.2,19.1207990719469
70,83,"AC",0.2,16.43621597883
100,83,"AC",0.2,20.0660440586526
85,68,"AC",0.2,16.0315715458696
70,53,"AC",0.2,22.9578834763734
100,53,"AC",0.2,19.0918133570738
70,83,"AC",0.2,16.9098891166035
100,83,"AC",0.2,23.2927832038784
85,68,"AC",0.2,15.2322473018424
70,53,"AC",0.2,22.4353670885336
100,53,"AC",0.2,19.6776344724824
70,83,"AC",0.2,14.9256323811269
100,83,"AC",0.2,22.2678257954032
85,68,"AC",0.2,16.6864068540054
70,53,"AC",0.2,19.6104237418444
100,53,"AC",0.2,20.982336809636
70,83,"AC",0.2,15.2920140536099
100,83,"AC",0.2,22.1614675064962
85,68,"AC",0.2,15.439089788459
70,53,"AC",0.2,20.3771392093361
100,53,"AC",0.2,21.7196721085754
70,83,"AC",0.2,15.18862740012
100,83,"AC",0.2,21.3314412439086
85,68,"AC",0.2,16.0459290532669
70,53,"AC",0.2,19.5147312582133
100,53,"AC",0.2,19.7095082781983
70,83,"AC",0.2,14.6299241081575
100,83,"AC",0.2,20.7188176134094
85,68,"AC",0.2,18.9244481500762
70,53,"AC",0.2,21.7816943863365
100,53,"AC",0.2,20.9225461267715
70,83,"AC",0.2,15.0624746093287
100,83,"AC",0.2,23.6363257422631
85,68,"AC",0.2,15.6244813646128
70,53,"AC",0.2,21.4966422910537
100,53,"AC",0.2,20.2342751620072
70,83,"AC",0.2,15.609424889043
100,83,"AC",0.2,20.4943919826346
85,68,"AC",0.2,15.2828401938892
70,53,"AC",0.2,20.5430047077938
100,53,"AC",0.2,20.1155222600971
70,83,"AC",0.2,15.6663143604712
