"Prev.Length","Match.Score","Prev.Type","Tile.Size","Browse.Time"
55,64,"TT",0.2,14.9099894683905
115,64,"TT",0.2,19.4371465937656
85,26,"TT",0.2,18.0929597778136
85,96,"TT",0.2,16.7221599118381
55,64,"TT",0.2,14.3181232991069
115,64,"TT",0.2,17.4967394621971
85,26,"TT",0.2,20.6463135755977
85,96,"TT",0.2,16.3741133431219
55,64,"TT",0.2,14.0220758898445
115,64,"TT",0.2,17.2780997621369
85,26,"TT",0.2,18.3168563602111
85,96,"TT",0.2,17.4797202931418
55,64,"TT",0.2,15.0547903757368
115,64,"TT",0.2,16.8436588194457
85,26,"TT",0.2,20.283558919024
85,96,"TT",0.2,17.8172880066457
55,64,"TT",0.2,14.5657063625822
115,64,"TT",0.2,19.1103230522456
85,26,"TT",0.2,19.0968018354329
85,96,"TT",0.2,17.545091329469
55,64,"TT",0.2,14.8526891142325
115,64,"TT",0.2,17.5431029970785
85,26,"TT",0.2,19.9047310509593
85,96,"TT",0.2,15.861722521263
55,64,"TT",0.2,13.6923010998132
115,64,"TT",0.2,17.1871920810451
85,26,"TT",0.2,20.197638938858
85,96,"TT",0.2,16.7514397886714
55,64,"TT",0.2,13.9431622387069
115,64,"TT",0.2,18.0492208876613
85,26,"TT",0.2,20.6524800400841
85,96,"TT",0.2,16.8882625737126
55,64,"TT",0.2,15.6007532245811
115,64,"TT",0.2,17.8679622646968
85,26,"TT",0.2,18.4388304113888
85,96,"TT",0.2,15.5144230660057
55,64,"TT",0.2,14.6543812061777
115,64,"TT",0.2,16.8580340604468
85,26,"TT",0.2,19.2548464339283
85,96,"TT",0.2,17.258576234884
55,64,"TT",0.2,15.7835185888708
115,64,"TT",0.2,18.0996574130303
85,26,"TT",0.2,18.8761843214595
85,96,"TT",0.2,17.0524387610536
55,64,"TT",0.2,14.7549264066272
115,64,"TT",0.2,17.0315495754751
85,26,"TT",0.2,19.2549612900442
85,96,"TT",0.2,15.3157321797487
55,64,"TT",0.2,14.1951990588349
115,64,"TT",0.2,17.3018149282263
85,26,"TT",0.2,20.7418274371821
85,96,"TT",0.2,15.4780847592835
55,64,"TT",0.2,14.6455773437944
115,64,"TT",0.2,17.0187144421099
85,26,"TT",0.2,19.0417711947967
85,96,"TT",0.2,16.5202240312874
55,64,"TT",0.2,14.6743890005133
115,64,"TT",0.2,16.7597450108529
85,26,"TT",0.2,19.6214747700287
85,96,"TT",0.2,17.675531589512
55,64,"TT",0.2,14.0622417416707
115,64,"TT",0.2,16.2515533628514
85,26,"TT",0.2,20.5959916704109
85,96,"TT",0.2,14.4426843558063
55,64,"TT",0.2,15.5468840666341
115,64,"TT",0.2,15.7622639469947
85,26,"TT",0.2,21.2696700290651
85,96,"TT",0.2,16.331783385576
55,64,"TT",0.2,14.4298690718395
115,64,"TT",0.2,18.4215938635379
85,26,"TT",0.2,20.2057878511443
85,96,"TT",0.2,16.60415724755
55,64,"TT",0.2,14.3174987262057
115,64,"TT",0.2,16.1090771508275
85,26,"TT",0.2,19.3971242923743
85,96,"TT",0.2,14.8548892676921
55,64,"TT",0.2,14.0424081027952
115,64,"TT",0.2,18.4143272281305
85,26,"TT",0.2,18.9786866281502
85,96,"TT",0.2,18.7754613626358
55,64,"TT",0.2,14.2383122386836
115,64,"TT",0.2,15.6789513275012
85,26,"TT",0.2,16.836518420481
85,96,"TT",0.2,17.1365696900058
55,64,"TT",0.2,15.4156083123943
115,64,"TT",0.2,16.7126110115173
85,26,"TT",0.2,19.9595956956274
85,96,"TT",0.2,15.362908784486
55,64,"TT",0.2,13.50850546524
115,64,"TT",0.2,16.3088285318046
85,26,"TT",0.2,19.2346442380706
85,96,"TT",0.2,17.4630318459612
55,64,"TT",0.2,14.6840262851288
115,64,"TT",0.2,15.6117723021777
85,26,"TT",0.2,17.9989475885342
85,96,"TT",0.2,16.2323645488849
55,64,"TT",0.2,14.7060454233084
115,64,"TT",0.2,17.7942195557432
85,26,"TT",0.2,19.3227919026747
85,96,"TT",0.2,13.8989064927905
55,64,"TT",0.2,14.879094890288
115,64,"TT",0.2,17.8928199479737
85,26,"TT",0.2,19.8522428861796
85,96,"TT",0.2,15.6310481837444
55,64,"TT",0.2,15.5076647024763
115,64,"TT",0.2,15.6192838422301
85,26,"TT",0.2,19.9534869430343
85,96,"TT",0.2,16.5174941693123
55,64,"TT",0.2,15.2551033541833
115,64,"TT",0.2,16.4012875521566
85,26,"TT",0.2,19.7694432415306
85,96,"TT",0.2,16.2970709191918
55,64,"TT",0.2,13.9054856438783
115,64,"TT",0.2,18.12395493038
85,26,"TT",0.2,17.3700215271541
85,96,"TT",0.2,16.5448172499067
55,64,"TT",0.2,15.9072820917718
115,64,"TT",0.2,17.8465821689856
85,26,"TT",0.2,19.0992193019111
85,96,"TT",0.2,15.4841932867873
55,64,"TT",0.2,15.804356131638
115,64,"TT",0.2,17.7344572082014
85,26,"TT",0.2,18.4222956095546
85,96,"TT",0.2,16.4286815345561
55,64,"TT",0.2,12.5482692614556
115,64,"TT",0.2,17.5597457559339
85,26,"TT",0.2,20.193188198129
85,96,"TT",0.2,16.2812139930702
55,64,"TT",0.2,14.3076752680871
115,64,"TT",0.2,18.7182685294613
85,26,"TT",0.2,19.6790669369234
85,96,"TT",0.2,16.5244985480732
55,64,"TT",0.2,13.7610020725332
115,64,"TT",0.2,16.8411840293899
85,26,"TT",0.2,18.6799752848238
85,96,"TT",0.2,17.2401142153101
55,64,"TT",0.2,15.6328532722738
115,64,"TT",0.2,17.3651767845054
85,26,"TT",0.2,18.6525603301105
85,96,"TT",0.2,17.1298315089812
55,64,"TT",0.2,14.4641443625172
115,64,"TT",0.2,15.9393873842874
85,26,"TT",0.2,19.2540974373974
85,96,"TT",0.2,15.9901002887897
55,64,"TT",0.2,15.8040940562664
115,64,"TT",0.2,17.1409425349382
85,26,"TT",0.2,19.6201237198528
85,96,"TT",0.2,16.3080310494621
55,64,"TT",0.2,15.838202287844
115,64,"TT",0.2,18.6379031754256
85,26,"TT",0.2,21.6714040476141
85,96,"TT",0.2,16.8233955165113
55,64,"TT",0.2,15.4550616557282
115,64,"TT",0.2,17.8219511272267
85,26,"TT",0.2,18.717201179744
85,96,"TT",0.2,18.3485093912673
55,64,"TT",0.2,14.702573837661
115,64,"TT",0.2,13.7640468098026
85,26,"TT",0.2,19.1257860541089
85,96,"TT",0.2,18.5473926795014
55,64,"TT",0.2,14.8761358023428
115,64,"TT",0.2,20.019161041487
85,26,"TT",0.2,19.6732292491456
85,96,"TT",0.2,14.8244811147791
55,64,"TT",0.2,15.7961292142125
115,64,"TT",0.2,15.4559568839507
85,26,"TT",0.2,19.0934550324509
85,96,"TT",0.2,15.9838172606028
55,64,"TT",0.2,15.3473425822037
115,64,"TT",0.2,16.486335726362
85,26,"TT",0.2,19.0112634179555
85,96,"TT",0.2,16.0175052904
55,64,"TT",0.2,15.8829513509197
115,64,"TT",0.2,16.3861264344992
85,26,"TT",0.2,19.317724383136
85,96,"TT",0.2,15.2427649745454
55,64,"TT",0.2,12.165080006494
115,64,"TT",0.2,18.176581601645
85,26,"TT",0.2,18.0129851481725
85,96,"TT",0.2,16.081200961578
55,64,"TT",0.2,14.5046446247724
115,64,"TT",0.2,17.0884265577494
