"Prev.Length","Match.Score","Prev.Type","Tile.Size","Browse.Time"
110,90,"AC",0.2,25.5152070530002
105,86,"AC",0.2,22.8613181294569
100,81,"AC",0.2,22.1711901491712
95,77,"AC",0.2,18.5612976890578
90,73,"AC",0.2,17.639728622377
85,68,"AC",0.2,15.135889902582
80,64,"AC",0.2,14.7373394348462
75,60,"AC",0.2,18.9903498915535
70,55,"AC",0.2,19.9803026733157
110,90,"AC",0.2,22.7808054326117
105,86,"AC",0.2,22.2267146599931
100,81,"AC",0.2,21.4391830573841
95,77,"AC",0.2,19.8224590968736
90,73,"AC",0.2,19.8524167660553
85,68,"AC",0.2,14.8521620850209
80,64,"AC",0.2,15.4272057687574
75,60,"AC",0.2,17.7352446989461
70,55,"AC",0.2,18.0998377873536
110,90,"AC",0.2,24.862231175379
105,86,"AC",0.2,22.774571347032
100,81,"AC",0.2,20.6105211529432
95,77,"AC",0.2,20.4501428167811
90,73,"AC",0.2,18.7843094392797
85,68,"AC",0.2,15.6454026200819
80,64,"AC",0.2,17.0992776427817
75,60,"AC",0.2,16.5406086981898
70,55,"AC",0.2,19.1930401212467
110,90,"AC",0.2,25.4599112315297
105,86,"AC",0.2,21.4072886811993
100,81,"AC",0.2,20.824158382488
95,77,"AC",0.2,20.033646238495
90,73,"AC",0.2,16.630759725283
85,68,"AC",0.2,16.7646841115283
80,64,"AC",0.2,15.7449140702483
75,60,"AC",0.2,18.0445781880115
70,55,"AC",0.2,21.7247799708188
110,90,"AC",0.2,23.3264540195158
105,86,"AC",0.2,22.6585352414815
100,81,"AC",0.2,20.521612701769
95,77,"AC",0.2,20.0173796908427
90,73,"AC",0.2,17.5197808214114
85,68,"AC",0.2,16.3026815365441
80,64,"AC",0.2,17.6915833871223
75,60,"AC",0.2,17.3461563282474
70,55,"AC",0.2,19.9912326497814
110,90,"AC",0.2,22.720195630843
105,86,"AC",0.2,24.2707994511737
100,81,"AC",0.2,22.1785747804116
95,77,"AC",0.2,19.1982934594582
90,73,"AC",0.2,16.7405648237509
85,68,"AC",0.2,16.3646555075771
80,64,"AC",0.2,16.5935194508714
75,60,"AC",0.2,18.304286760874
70,55,"AC",0.2,19.0027764536923
110,90,"AC",0.2,25.1648206145096
105,86,"AC",0.2,22.0708330610499
100,81,"AC",0.2,21.6147844270941
95,77,"AC",0.2,18.5111769257586
90,73,"AC",0.2,18.1933352903272
85,68,"AC",0.2,15.6299532932342
80,64,"AC",0.2,15.8148787258092
75,60,"AC",0.2,17.5139374136387
70,55,"AC",0.2,20.0090812140523
110,90,"AC",0.2,23.4626408001538
105,86,"AC",0.2,22.881876108873
100,81,"AC",0.2,21.3164890288281
95,77,"AC",0.2,19.2738773527516
90,73,"AC",0.2,16.7112290028235
85,68,"AC",0.2,18.0777747077337
80,64,"AC",0.2,15.4110785646849
75,60,"AC",0.2,17.0401664407089
70,55,"AC",0.2,18.7085768020581
110,90,"AC",0.2,23.9537595653824
105,86,"AC",0.2,24.2238964826636
100,81,"AC",0.2,19.7367389283064
95,77,"AC",0.2,19.2977943903676
90,73,"AC",0.2,18.2326887734678
85,68,"AC",0.2,15.8498957924268
80,64,"AC",0.2,17.225330661917
75,60,"AC",0.2,17.6764899119368
70,55,"AC",0.2,19.0833264306449
110,90,"AC",0.2,23.6221442177869
105,86,"AC",0.2,22.4998780124563
100,81,"AC",0.2,22.6150506170401
95,77,"AC",0.2,18.4136650981885
90,73,"AC",0.2,17.158297751605
85,68,"AC",0.2,17.3831053936726
80,64,"AC",0.2,17.0014837382774
75,60,"AC",0.2,17.4971590560473
70,55,"AC",0.2,18.4296724047892
110,90,"AC",0.2,25.2485063998965
105,86,"AC",0.2,23.6655228078815
100,81,"AC",0.2,22.1942365835648
95,77,"AC",0.2,20.6310237272908
90,73,"AC",0.2,16.3902153644267
85,68,"AC",0.2,16.8669931641125
80,64,"AC",0.2,15.1800092509557
75,60,"AC",0.2,17.4807031053951
70,55,"AC",0.2,19.6829642935092
110,90,"AC",0.2,23.1226556047233
105,86,"AC",0.2,24.5210936270757
100,81,"AC",0.2,20.9999669649613
95,77,"AC",0.2,18.7181294798546
90,73,"AC",0.2,17.5169247854654
85,68,"AC",0.2,15.9075610557333
80,64,"AC",0.2,18.09958409998
75,60,"AC",0.2,17.1058096567607
70,55,"AC",0.2,20.2665004208479
110,90,"AC",0.2,23.7381304627865
105,86,"AC",0.2,23.6908648984952
100,81,"AC",0.2,21.178087316963
95,77,"AC",0.2,19.3025137905412
90,73,"AC",0.2,19.9121510097699
85,68,"AC",0.2,17.3726290353326
80,64,"AC",0.2,16.8214294255376
75,60,"AC",0.2,18.5373933449237
70,55,"AC",0.2,21.0225842341672
110,90,"AC",0.2,21.7737713031841
105,86,"AC",0.2,23.5313871260741
100,81,"AC",0.2,22.6548628565644
95,77,"AC",0.2,18.5554899825019
90,73,"AC",0.2,15.3715079539409
85,68,"AC",0.2,17.3484700543155
80,64,"AC",0.2,17.2559119240849
75,60,"AC",0.2,17.3804004598696
70,55,"AC",0.2,20.5413814677978
