"Prev.Length","Match.Score","Prev.Type","Tile.Size","Browse.Time"
65,68,"AC",0.2,16.466459983494
105,68,"AC",0.2,20.4342034013128
85,48,"AC",0.2,20.4972549839643
85,88,"AC",0.2,18.3689492024436
65,68,"AC",0.2,15.7783879499601
105,68,"AC",0.2,21.3828879289054
85,48,"AC",0.2,21.7027154633609
85,88,"AC",0.2,19.4751792037378
65,68,"AC",0.2,17.1433441036732
105,68,"AC",0.2,22.2286840664082
85,48,"AC",0.2,21.400561197245
85,88,"AC",0.2,18.0919124201873
65,68,"AC",0.2,15.5350941345282
105,68,"AC",0.2,20.9060823082321
85,48,"AC",0.2,23.0365069887664
85,88,"AC",0.2,19.0506820664924
65,68,"AC",0.2,17.2540681748781
105,68,"AC",0.2,20.5662323635721
85,48,"AC",0.2,21.5141084204361
85,88,"AC",0.2,17.4681361706425
65,68,"AC",0.2,15.4825932446754
105,68,"AC",0.2,22.0603111865977
85,48,"AC",0.2,21.2018371129703
85,88,"AC",0.2,18.5974879781712
65,68,"AC",0.2,15.3800089230605
105,68,"AC",0.2,21.4609675517007
85,48,"AC",0.2,21.3825940845914
85,88,"AC",0.2,18.6676453840341
65,68,"AC",0.2,15.5788603533904
105,68,"AC",0.2,21.2410209209584
85,48,"AC",0.2,21.2884158116468
85,88,"AC",0.2,18.4456772514499
65,68,"AC",0.2,16.2667798036082
105,68,"AC",0.2,20.5284356904607
85,48,"AC",0.2,21.2741400817265
85,88,"AC",0.2,18.4160913777615
65,68,"AC",0.2,14.182009924549
105,68,"AC",0.2,19.8040000799437
85,48,"AC",0.2,20.9626707190755
85,88,"AC",0.2,18.7464665328249
65,68,"AC",0.2,16.1594736627634
105,68,"AC",0.2,20.9233595330038
85,48,"AC",0.2,18.7642965002796
85,88,"AC",0.2,17.4296448193095
65,68,"AC",0.2,16.7921393689676
105,68,"AC",0.2,21.0218986534978
85,48,"AC",0.2,21.8288252988487
85,88,"AC",0.2,20.2392439620719
65,68,"AC",0.2,16.0887858639393
105,68,"AC",0.2,20.4240506261504
85,48,"AC",0.2,21.8011175021771
85,88,"AC",0.2,18.266039847075
65,68,"AC",0.2,16.4533390989129
105,68,"AC",0.2,21.5823671511914
85,48,"AC",0.2,23.4960643090419
85,88,"AC",0.2,18.2285954312915
65,68,"AC",0.2,16.4845568296562
105,68,"AC",0.2,20.9548715701383
85,48,"AC",0.2,21.8981387232238
85,88,"AC",0.2,18.5933661550167
65,68,"AC",0.2,16.8904490380181
105,68,"AC",0.2,21.223069654298
85,48,"AC",0.2,19.4675113991691
85,88,"AC",0.2,17.807207773267
65,68,"AC",0.2,16.1255640466163
105,68,"AC",0.2,20.2526088923398
85,48,"AC",0.2,19.7084495948069
85,88,"AC",0.2,18.8050683260613
65,68,"AC",0.2,16.2007674660865
105,68,"AC",0.2,19.7668691071233
85,48,"AC",0.2,23.1767957112199
85,88,"AC",0.2,18.7457344816089
65,68,"AC",0.2,17.1245472641795
105,68,"AC",0.2,20.7171159139542
85,48,"AC",0.2,21.235449666971
85,88,"AC",0.2,18.8786537958049
65,68,"AC",0.2,14.7751575009149
105,68,"AC",0.2,20.308046740609
85,48,"AC",0.2,21.2845100353262
85,88,"AC",0.2,18.3732788245076
65,68,"AC",0.2,16.1041774239995
105,68,"AC",0.2,20.4209228173014
85,48,"AC",0.2,19.6270683718133
85,88,"AC",0.2,18.2176461100763
65,68,"AC",0.2,15.5617734362841
105,68,"AC",0.2,21.4353280968603
85,48,"AC",0.2,21.0898472082625
85,88,"AC",0.2,17.7897884980216
65,68,"AC",0.2,15.6475256174753
105,68,"AC",0.2,20.7857572911586
85,48,"AC",0.2,22.2679066365311
85,88,"AC",0.2,20.5424485974072
65,68,"AC",0.2,16.5303177260749
105,68,"AC",0.2,22.2255304464067
85,48,"AC",0.2,20.607449557413
85,88,"AC",0.2,19.0353280202251
65,68,"AC",0.2,15.5367829851198
105,68,"AC",0.2,21.4426590047924
85,48,"AC",0.2,21.9645415654208
85,88,"AC",0.2,15.9137892130962
65,68,"AC",0.2,16.7763155739117
105,68,"AC",0.2,22.0924244695231
85,48,"AC",0.2,21.2696410872199
85,88,"AC",0.2,18.7071715950123
65,68,"AC",0.2,16.6178967191576
105,68,"AC",0.2,22.2754085001824
85,48,"AC",0.2,20.4409846003396
85,88,"AC",0.2,17.2946818003321
65,68,"AC",0.2,17.1972453482655
105,68,"AC",0.2,20.7104909448714
85,48,"AC",0.2,22.1701977893248
85,88,"AC",0.2,20.264141340558
65,68,"AC",0.2,16.199878072313
105,68,"AC",0.2,19.9655617764529
85,48,"AC",0.2,19.8065672568615
85,88,"AC",0.2,16.1259305786736
65,68,"AC",0.2,15.2779034227672
105,68,"AC",0.2,20.8819134119832
85,48,"AC",0.2,21.3113880044264
85,88,"AC",0.2,18.344432303644
65,68,"AC",0.2,15.9040665362038
105,68,"AC",0.2,20.7943955324307
85,48,"AC",0.2,21.3900104801992
85,88,"AC",0.2,18.7543289348846
65,68,"AC",0.2,16.1804908946754
105,68,"AC",0.2,22.8931868538913
85,48,"AC",0.2,21.6409458264094
85,88,"AC",0.2,18.2307469895027
65,68,"AC",0.2,16.3421039991411
105,68,"AC",0.2,21.3835407608176
85,48,"AC",0.2,20.4362787483583
85,88,"AC",0.2,17.5669586253005
65,68,"AC",0.2,16.1972693939562
105,68,"AC",0.2,20.3840378241036
85,48,"AC",0.2,21.7251111983287
85,88,"AC",0.2,18.2414272153861
65,68,"AC",0.2,16.7860829935033
105,68,"AC",0.2,21.1446846314209
85,48,"AC",0.2,22.3583106555063
85,88,"AC",0.2,17.5787127573924
65,68,"AC",0.2,14.5476630165614
105,68,"AC",0.2,21.0450969314308
85,48,"AC",0.2,21.3007359227306
85,88,"AC",0.2,19.9193016505563
65,68,"AC",0.2,15.6136856048518
105,68,"AC",0.2,21.5068500411211
85,48,"AC",0.2,23.3417143757719
85,88,"AC",0.2,19.1626273554356
65,68,"AC",0.2,16.9496696421335
105,68,"AC",0.2,22.2497803571494
85,48,"AC",0.2,22.1010067734207
85,88,"AC",0.2,19.8692866503596
65,68,"AC",0.2,16.449220334102
105,68,"AC",0.2,21.9369218811451
85,48,"AC",0.2,19.7300414438087
85,88,"AC",0.2,18.4045194290887
65,68,"AC",0.2,17.2298897543957
105,68,"AC",0.2,20.0302859338252
85,48,"AC",0.2,21.0085015068525
85,88,"AC",0.2,18.0940116024762
65,68,"AC",0.2,15.5584302685353
105,68,"AC",0.2,21.8927991650451
85,48,"AC",0.2,21.0454708502884
85,88,"AC",0.2,18.9340921592688
65,68,"AC",0.2,15.2194966640673
105,68,"AC",0.2,21.571882065686
85,48,"AC",0.2,20.9678300250217
85,88,"AC",0.2,17.9274224437174
65,68,"AC",0.2,16.7373812866752
105,68,"AC",0.2,20.4991504816075
85,48,"AC",0.2,20.5132902142005
85,88,"AC",0.2,17.5449371736873
65,68,"AC",0.2,15.8001544861257
105,68,"AC",0.2,21.1668329647373
85,48,"AC",0.2,22.0478133108152
85,88,"AC",0.2,18.548151235273
65,68,"AC",0.2,15.3982021490465
105,68,"AC",0.2,19.3596558008298
85,48,"AC",0.2,21.744963541774
85,88,"AC",0.2,20.0861595532209
65,68,"AC",0.2,16.4674785309798
105,68,"AC",0.2,21.255881666878
85,48,"AC",0.2,21.983904880396
85,88,"AC",0.2,18.851807164206
65,68,"AC",0.2,14.8917126904685
105,68,"AC",0.2,19.1573414332521
85,48,"AC",0.2,22.0478899660167
85,88,"AC",0.2,19.2792315216476
65,68,"AC",0.2,17.0851494900242
105,68,"AC",0.2,20.0621332461311
85,48,"AC",0.2,21.2073251785801
85,88,"AC",0.2,19.3955837308116
65,68,"AC",0.2,17.3614544136478
105,68,"AC",0.2,21.251149416192
85,48,"AC",0.2,22.7232349715829
85,88,"AC",0.2,17.6226580039197
65,68,"AC",0.2,17.1999180836886
105,68,"AC",0.2,20.8082752732821
85,48,"AC",0.2,20.4598460311578
85,88,"AC",0.2,19.4770374553629
65,68,"AC",0.2,15.5308351090571
105,68,"AC",0.2,20.4404704991041
85,48,"AC",0.2,20.4280659892365
85,88,"AC",0.2,18.7013279716258
65,68,"AC",0.2,16.6863198048097
105,68,"AC",0.2,22.6529790034334
85,48,"AC",0.2,21.3779535324139
85,88,"AC",0.2,18.2800663349634
65,68,"AC",0.2,15.6528035140827
105,68,"AC",0.2,20.9312127381913
85,48,"AC",0.2,20.2345313079918
85,88,"AC",0.2,19.4244757433486
65,68,"AC",0.2,17.5669718319067
105,68,"AC",0.2,20.200769897184
85,48,"AC",0.2,21.8446826498886
85,88,"AC",0.2,18.2712076730582
65,68,"AC",0.2,16.3178472742597
105,68,"AC",0.2,22.1744612141427
85,48,"AC",0.2,20.5475806011178
85,88,"AC",0.2,18.1950168876644
65,68,"AC",0.2,16.4853559933133
105,68,"AC",0.2,21.3096918420182
85,48,"AC",0.2,18.8196660469546
85,88,"AC",0.2,18.3635153636351
65,68,"AC",0.2,15.7872434983318
105,68,"AC",0.2,22.1789335739458
85,48,"AC",0.2,20.3222961151823
85,88,"AC",0.2,20.5246274333645
65,68,"AC",0.2,17.5376530229596
105,68,"AC",0.2,19.9084880624994
85,48,"AC",0.2,21.7687883876619
85,88,"AC",0.2,18.2618643223358
65,68,"AC",0.2,15.7694763864868
105,68,"AC",0.2,19.51174394672
85,48,"AC",0.2,22.1972136250342
85,88,"AC",0.2,19.9636736921957
65,68,"AC",0.2,17.0908756436612
105,68,"AC",0.2,20.3589983345242
85,48,"AC",0.2,22.0662539225712
85,88,"AC",0.2,16.9419151731995
65,68,"AC",0.2,18.9898766272524
105,68,"AC",0.2,21.1986367582346
85,48,"AC",0.2,22.6345243720138
85,88,"AC",0.2,18.8622690209346
65,68,"AC",0.2,15.5880675449266
105,68,"AC",0.2,20.0543917031461
85,48,"AC",0.2,22.4438805308183
85,88,"AC",0.2,19.5036499483602
65,68,"AC",0.2,17.0831670934604
105,68,"AC",0.2,19.5059748890612
85,48,"AC",0.2,21.21230414289
85,88,"AC",0.2,19.4634988357746
65,68,"AC",0.2,17.3574397195616
105,68,"AC",0.2,21.0455437675446
85,48,"AC",0.2,22.4014151808503
85,88,"AC",0.2,20.5297356720966
65,68,"AC",0.2,15.5868237904634
105,68,"AC",0.2,21.0065409477402
85,48,"AC",0.2,23.6698797254741
85,88,"AC",0.2,18.5467240845056
65,68,"AC",0.2,14.8125719728166
105,68,"AC",0.2,20.5957541977256
85,48,"AC",0.2,20.924967375739
85,88,"AC",0.2,18.4845603940481
65,68,"AC",0.2,17.4815626162275
105,68,"AC",0.2,21.3175529872053
85,48,"AC",0.2,21.2706219614511
85,88,"AC",0.2,17.4264802929822
65,68,"AC",0.2,16.141395662217
105,68,"AC",0.2,19.5937738034856
85,48,"AC",0.2,21.6546382073838
85,88,"AC",0.2,19.3150370318577
65,68,"AC",0.2,17.1962630958548
105,68,"AC",0.2,22.2259848363413
85,48,"AC",0.2,19.4375421503294
85,88,"AC",0.2,19.5197069868301
65,68,"AC",0.2,17.7129699290557
105,68,"AC",0.2,22.2816904373953
85,48,"AC",0.2,23.2534506907411
85,88,"AC",0.2,19.1119781945166
65,68,"AC",0.2,17.4841457476341
105,68,"AC",0.2,21.8955672077564
85,48,"AC",0.2,21.1692644156283
85,88,"AC",0.2,19.680434355712
65,68,"AC",0.2,16.5135768056753
105,68,"AC",0.2,21.6848981772274
85,48,"AC",0.2,21.3967368944
85,88,"AC",0.2,18.6864688171226
65,68,"AC",0.2,16.8992459768352
105,68,"AC",0.2,21.1641879056184
85,48,"AC",0.2,21.8626305842684
85,88,"AC",0.2,17.6733369467833
65,68,"AC",0.2,15.9991469934944
105,68,"AC",0.2,21.7381681102371
85,48,"AC",0.2,20.4236594954425
85,88,"AC",0.2,16.0561785502108
65,68,"AC",0.2,17.4511142634718
105,68,"AC",0.2,20.4749502707124
85,48,"AC",0.2,21.3382460282986
85,88,"AC",0.2,18.9462999994665
65,68,"AC",0.2,18.3109333979012
105,68,"AC",0.2,21.0442041060759
85,48,"AC",0.2,21.6760030156602
85,88,"AC",0.2,18.5392663139969
65,68,"AC",0.2,15.333234231656
105,68,"AC",0.2,20.9881191838028
85,48,"AC",0.2,21.9339813936328
85,88,"AC",0.2,19.3811433737842
65,68,"AC",0.2,15.622248674167
105,68,"AC",0.2,20.5576888395755
85,48,"AC",0.2,20.536719346753
85,88,"AC",0.2,17.8409730602438
65,68,"AC",0.2,15.7852879751242
105,68,"AC",0.2,20.9686309082742
85,48,"AC",0.2,22.2412490620392
85,88,"AC",0.2,18.4506422131859
65,68,"AC",0.2,16.7314325641236
105,68,"AC",0.2,21.1589996231525
85,48,"AC",0.2,20.9896731105579
85,88,"AC",0.2,20.2589017653655
65,68,"AC",0.2,15.3033848397539
105,68,"AC",0.2,20.9810752783664
85,48,"AC",0.2,22.6232766389346
85,88,"AC",0.2,20.252561815054
65,68,"AC",0.2,14.8246334438636
105,68,"AC",0.2,21.9861259652552
85,48,"AC",0.2,22.4681843161654
85,88,"AC",0.2,19.8820596202417
65,68,"AC",0.2,18.9043273230483
